Region_name,District,HR_info_district_name,REGN_NO,DIST_NO,Sector,Activity_type,Organisation,Activity,Start_date,End_date
Bay,Baidoa,Baidoa,24,2401,WASH,Enhancing emergency as well as reliable and sustainable access to safe water and sanitation faciliti,Intersos Humanitarian Aid Organisation,"The present intervention will allow strengthening and expanding the current program to IDPs settlements of Baidoa District with the aim of filling the huge actual remaining gaps in the wash sector. Moreover, from 2006 INTERSOS is supporting with its WASH activities schools, IDP, host community and urban vulnerable households in crisis in Baidoa and agro-pastorals in rural areas of Bay Region (according to WASH Cluster guidelines). The current resources and action implemented by the different humanitarian actors in Baidoa are not sufficient to support vulnerable households with WASH facilities and services, while actually it is considered extremely recommended, in order to avoid the spreading of diseases and dramatic hygiene conditions among the target population as well as ensuring emergency response to the most urgent needs of urban and semiurban vulnerable households in crisis as well as children and women in target communities. In this regard, the activities proposed within the present action will complement and reinforce the GBV running program in the area. Moreover, to enable more efficient achievements and wider impact, the WASH intervention has been design as integral part of a broader INTERSOS planned intervention including Education and Shelter/NFIs specific activities through a multi-sectoral approach",09-01-2013,12-01-2014
Woqooyi Galbeed,Berbera,Berbera,12,1201,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
Awdal,Borama,Borama,11,1102,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
Togdheer,Buhoodle,Buuhoodle,13,1301,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
Togdheer,Burao,Burco,13,1302,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
Sool,Aynabo,Caynabo,14,1401,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
Sannag,El Afweyn,Ceel Afweyn,15,1501,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
Sannag,Erigavo,Ceerigaabo,15,1502,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
Woqooyi Galbeed,Gabiley,Gabiley,12,1202,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
Woqooyi Galbeed,Hargeysa,Hargeysa,12,1203,Education,Theatre to Promote Peace and Understanding,International Research& Exchange Board (IREX),"IREX Europe ran a series of drama-based activities across Somaliland to promote peaceful co-existence. Working with partner Kow Media Corporation from Hargeisa, a drama team travelled through six regions in Somaliland exploring tribalism, radicalisation, community tensions and other drivers of conflict in the region. Following each show, the theatre troupe organised sessions using traditional spontaneous poetry blended with modern discussion techniques to promote critical thinking about Somalila.",08-01-2010,12-01-2010
